Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
MN552588.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN552580.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN552572.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN552564.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN552556.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538763.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538748.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538743.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538733.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538731.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538725.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538724.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538723.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538714.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538709.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538706.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538703.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538679.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538673.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538671.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538670.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538669.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538666.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538663.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538662.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538661.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538657.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538646.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538634.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538632.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538613.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538610.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538609.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538608.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538601.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538594.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538592.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538591.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538584.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538582.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538542.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538536.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538534.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538525.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538521.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538518.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538517.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538514.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538513.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538509.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538507.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538497.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538490.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538488.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538481.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538480.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538476.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538474.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538473.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538472.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538470.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538469.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538464.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538463.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538462.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
MN538461.1	Influenza A virus	Provincial Health Services Authority, Public Health Laboratories	Skowronski,D.M.,Leir,S.,Sabaiduc,S.,Chambers,C.,Rose,C.,Olsha,R.,Dickinson,J.A.,Winter,A.-L.,Jassem,A.,Gubbay,J.,Drews,S.J.,Charest,H.,Chan,T.,Hickman,R.,Bastien,N.,Li,Y.,Krajden,M.,De Serres,G.	seasonal-flu-h3n2-ha-2018-2020-seed3
